"sample" "reference" "size" "megan.taxonomy" "OTU" "exclude.itsx" "exclude.lc" "exclude.lichen" "exclude.smallotus" "ref.otu" "size.otu" "hit.otu" "kingdom" "evk" "division" "evd" "class" "evc" "order" "evo" "family" "evf" "genus" "evg" "species" "evs"
"ITA87PB02CXW79" "A670" "ITA87PB02CXW79" "1" " Micarea nitschkeana" "637" "0" "0" "0" "1" "ITA87PB02CXW79" "   1" "JN904297" "Fungi" "-154.378561746259" "Ascomycota" "-142.865636281289" "Lecanoromycetes" "-142.865636281289" "Lecanorales" "-142.865636281289" "Byssolomataceae" "-142.865636281289" "Micarea" "-142.865636281289" "Micarea" "-142.865636281289"
"ITA87PB02ETE4J" "A670" "ITA87PB02ETE4J" "1" " Cladophialophora chaetospira" "21" "0" "0" "0" "0" "ITA87PB02ENF3B" "1931" "FN298727" "Fungi" "-146.672298771059" "Ascomycota" "-146.672298771059" "Eurotiomycetes" "-146.672298771059" "Chaetothyriales" "-146.672298771059" "Herpotrichiellaceae" "-146.672298771059" "Cladophialophora" "-145.286004409939" "Herpotrichiellaceae" "-146.672298771059"
"ITA87PB02C6DVX" "A670" "ITA87PB02C6DVX" "1" " Micarea nitschkeana" "31" "0" "0" "0" "0" "ITA87PB02DAZ18" " 721" "JN904297" "Fungi" "-163.483541602577" "Ascomycota" "-148.058593132179" "Lecanoromycetes" "-148.058593132179" "Lecanorales" "-148.058593132179" "Byssolomataceae" "-148.058593132179" "Micarea" "-148.058593132179" "Micarea" "-148.058593132179"
"ITA87PB02EQFI4" "A670" "ITA87PB02EQFI4" "1" " Cladophialophora chaetospira" "638" "0" "0" "0" "1" "ITA87PB02EQFI4" "   1" "FN298727" "Fungi" "-141.373981404511" "Ascomycota" "-141.373981404511" "Eurotiomycetes" "-141.373981404511" "Chaetothyriales" "-141.373981404511" "Herpotrichiellaceae" "-141.373981404511" "Cladophialophora" "-140.457690672637" "Herpotrichiellaceae" "-141.373981404511"
"ITA87PB02DZIJ7" "A670" "ITA87PB02DZIJ7" "1" " Teratosphaeria cryptica" "38" "0" "0" "0" "0" "ITA87PB02DROC0" " 535" "JN904617" "Fungi" "-53.470282762629" "Ascomycota" "-51.0135469898077" "Dothideomycetes" "-51.0135469898077" "Capnodiales" "-51.0135469898077" "Teratosphaeriaceae" "-49.5582597572009" "Hortaea" "-49.5582597572009" "Dothideomycetes" "-51.0135469898077"
"ITA87PB02DK6O2" "A670" "ITA87PB02DK6O2" "1" " Micarea nitschkeana" "639" "0" "0" "0" "1" "ITA87PB02DK6O2" "   1" "JN904297" "Fungi" "-149.668031044613" "Ascomycota" "-132.856788213095" "Lecanoromycetes" "-132.856788213095" "Lecanorales" "-132.856788213095" "Byssolomataceae" "-132.856788213095" "Micarea" "-132.856788213095" "Micarea" "-132.856788213095"
"ITA87PB02DODBR" "A670" "ITA87PB02DODBR" "1" " Cladophialophora chaetospira" "21" "0" "0" "0" "0" "ITA87PB02ENF3B" "1931" "FN298727" "Fungi" "-146.672298771059" "Ascomycota" "-146.672298771059" "Eurotiomycetes" "-146.672298771059" "Chaetothyriales" "-146.672298771059" "Herpotrichiellaceae" "-146.672298771059" "Cladophialophora" "-145.286004409939" "Herpotrichiellaceae" "-146.672298771059"
"ITA87PB02DG9CV" "A670" "ITA87PB02DG9CV" "1" " Teratosphaeria cryptica" "38" "0" "0" "0" "0" "ITA87PB02DROC0" " 535" "JN904617" "Fungi" "-53.470282762629" "Ascomycota" "-51.0135469898077" "Dothideomycetes" "-51.0135469898077" "Capnodiales" "-51.0135469898077" "Teratosphaeriaceae" "-49.5582597572009" "Hortaea" "-49.5582597572009" "Dothideomycetes" "-51.0135469898077"
"ITA87PB02DNUIE" "A670" "ITA87PB02DNUIE" "1" " Cladophialophora sp. 99003a" "640" "0" "0" "0" "1" "ITA87PB02DNUIE" "   1" "KF297211" "Fungi" "-137.461958399083" "Ascomycota" "-137.461958399083" "Eurotiomycetes" "-137.461958399083" "Chaetothyriales" "-137.461958399083" "Herpotrichiellaceae" "-137.461958399083" "Cladophialophora" "-137.461958399083" "Chaetothyriales" "-137.461958399083"
"ITA87PB02C1SPT" "A670" "ITA87PB02C1SPT" "1" " Cladophialophora chaetospira" "21" "0" "0" "0" "0" "ITA87PB02ENF3B" "1931" "FN298727" "Fungi" "-146.672298771059" "Ascomycota" "-146.672298771059" "Eurotiomycetes" "-146.672298771059" "Chaetothyriales" "-146.672298771059" "Herpotrichiellaceae" "-146.672298771059" "Cladophialophora" "-145.286004409939" "Herpotrichiellaceae" "-146.672298771059"
"ITA87PB02C9ROZ" "A670" "ITA87PB02C9ROZ" "1" " Teratosphaeria cryptica" "38" "0" "0" "0" "0" "ITA87PB02DROC0" " 535" "JN904617" "Fungi" "-53.470282762629" "Ascomycota" "-51.0135469898077" "Dothideomycetes" "-51.0135469898077" "Capnodiales" "-51.0135469898077" "Teratosphaeriaceae" "-49.5582597572009" "Hortaea" "-49.5582597572009" "Dothideomycetes" "-51.0135469898077"
"ITA87PB02ET2C7" "A670" "ITA87PB02ET2C7" "1" " Rhizocarpon geographicum" "87" "0" "0" "0" "0" "ITA87PB02DNZRV" "  28" "AF250805" "Fungi" "-107.122887082052" "Ascomycota" "-107.122887082052" "Lecanoromycetes" "-107.122887082052" "Rhizocarpales" "-107.122887082052" "Rhizocarpaceae" "-107.122887082052" "Rhizocarpon" "-107.122887082052" "Rhizocarpon" "-107.122887082052"
"ITA87PB02C2YRP" "A670" "ITA87PB02C2YRP" "1" " Teratosphaeria cryptica" "38" "0" "0" "0" "0" "ITA87PB02DROC0" " 535" "JN904617" "Fungi" "-53.470282762629" "Ascomycota" "-51.0135469898077" "Dothideomycetes" "-51.0135469898077" "Capnodiales" "-51.0135469898077" "Teratosphaeriaceae" "-49.5582597572009" "Hortaea" "-49.5582597572009" "Dothideomycetes" "-51.0135469898077"
"ITA87PB02ETBZ4" "A670" "ITA87PB02ETBZ4" "1" " Mycosphaerella" "641" "0" "0" "0" "1" "ITA87PB02ETBZ4" "   1" "AB114129" "Fungi" "-35.4550671267848" "Ascomycota" "-35.4550671267848" "Eurotiomycetes" "-35.4550671267848" "Chaetothyriales" "-35.4550671267848" "Herpotrichiellaceae" "-35.4550671267848" "Fonsecaea" "-35.4550671267848" "Fonsecaea" "-35.4550671267848"
"ITA87PB02D08SZ" "A670" "ITA87PB02D08SZ" "1" " Micarea nitschkeana" "31" "0" "0" "0" "0" "ITA87PB02DAZ18" " 721" "JN904297" "Fungi" "-163.483541602577" "Ascomycota" "-148.058593132179" "Lecanoromycetes" "-148.058593132179" "Lecanorales" "-148.058593132179" "Byssolomataceae" "-148.058593132179" "Micarea" "-148.058593132179" "Micarea" "-148.058593132179"
"ITA87PB02D4LQN" "A636" "ITA87PB02D4LQN" "1" " Devriesia fraseriae" "14" "0" "0" "0" "0" "ITA87PB02DD3TT" "1339" "FJ265759" "Fungi" "-62.2751580264971" "Ascomycota" "-62.2751580264971" "Dothideomycetes" "-62.2751580264971" "Capnodiales" "-62.2751580264971" "Mycosphaerellaceae" "-62.2751580264971" "Mycosphaerella" "-62.2751580264971" "Mycosphaerella" "-62.2751580264971"
"ITA87PB02EISE7" "A636" "ITA87PB02EISE7" "1" " Fibulobasidium" "26" "0" "0" "0" "0" "ITA87PB02ERHWS" "2524" "KF823589" "Fungi" "-108.732324994486" "Basidiomycota" "-108.732324994486" "Tremellomycetes" "-108.732324994486" "Tremellales" "-108.732324994486" "Sirobasidiaceae" "-108.732324994486" "unidentified" "-108.732324994486" "uncultured" "-108.732324994486"
"ITA87PB02EOKUY" "A636" "ITA87PB02EOKUY" "1" " Fibulobasidium" "26" "0" "0" "0" "0" "ITA87PB02ERHWS" "2524" "KF823589" "Fungi" "-108.732324994486" "Basidiomycota" "-108.732324994486" "Tremellomycetes" "-108.732324994486" "Tremellales" "-108.732324994486" "Sirobasidiaceae" "-108.732324994486" "unidentified" "-108.732324994486" "uncultured" "-108.732324994486"
"ITA87PB02CXZ6B" "A636" "ITA87PB02CXZ6B" "1" " Ascomycota sp. AR-2010" "10" "0" "0" "0" "0" "ITA87PB02D8COF" "5247" "KF309963" "Fungi" "-166.009270246886" "Ascomycota" "-166.009270246886" "Dothideomycetes" "-166.009270246886" "Capnodiales" "-135.159373306089" "Mycosphaerellaceae" "-135.159373306089" "Penidiella" "-108.444642922034" "Dothideomycetes" "-166.009270246886"
"ITA87PB02ETB5N" "A636" "ITA87PB02ETB5N" "1" " Anhellia nectandrae" "657" "0" "0" "0" "1" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02DWOX1" "A636" "ITA87PB02DWOX1" "1" " Cladophialophora chaetospira" "95" "0" "0" "0" "0" "ITA87PB02C4UNU" "  26" "EU139133" "Fungi" "-186.509392532518" "Ascomycota" "-186.509392532518" "Eurotiomycetes" "-186.509392532518" "Chaetothyriales" "-186.509392532518" "Herpotrichiellaceae" "-186.509392532518" "Cladophialophora" "-186.509392532518" "Cladophialophora" "-186.509392532518"
"ITA87PB02CZXVO" "A636" "ITA87PB02CZXVO" "1" " Herpotrichiellaceae" "44" "0" "0" "0" "0" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02C4NRF" "A636" "ITA87PB02C4NRF" "1" " Anhellia nectandrae" "36" "0" "0" "0" "0" "ITA87PB02DAE0A" " 388" "AM999638" "Fungi" "-105.918914277726" "unidentified" "-105.918914277726" "unidentified" "-105.918914277726" "unidentified" "-105.918914277726" "unidentified" "-105.918914277726" "unidentified" "-105.918914277726" "uncultured" "-105.918914277726"
"ITA87PB02D41GE" "A636" "ITA87PB02D41GE" "1" " Teratosphaeria fibrillosa" "14" "0" "0" "0" "0" "ITA87PB02DD3TT" "1339" "FJ265759" "Fungi" "-62.2751580264971" "Ascomycota" "-62.2751580264971" "Dothideomycetes" "-62.2751580264971" "Capnodiales" "-62.2751580264971" "Mycosphaerellaceae" "-62.2751580264971" "Mycosphaerella" "-62.2751580264971" "Mycosphaerella" "-62.2751580264971"
"ITA87PB02DGHDA" "A636" "ITA87PB02DGHDA" "1" " Ascomycota sp. AR-2010" "10" "0" "0" "0" "0" "ITA87PB02D8COF" "5247" "KF309963" "Fungi" "-166.009270246886" "Ascomycota" "-166.009270246886" "Dothideomycetes" "-166.009270246886" "Capnodiales" "-135.159373306089" "Mycosphaerellaceae" "-135.159373306089" "Penidiella" "-108.444642922034" "Dothideomycetes" "-166.009270246886"
"ITA87PB02EOFJR" "A636" "ITA87PB02EOFJR" "1" " Not assigned" "106" "0" "0" "0" "0" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02ELEB9" "A636" "ITA87PB02ELEB9" "1" " Epicoccum nigrum" "59" "0" "0" "0" "0" "ITA87PB02C4A0L" " 104" "KF221497" "Fungi" "-157.086611947361" "Ascomycota" "-153.174588941933" "Dothideomycetes" "-153.174588941933" "Pleosporales" "-153.174588941933" "Pleosporaceae" "-153.174588941933" "Epicoccum" "-153.174588941933" "Epicoccum" "-153.174588941933"
"ITA87PB02EBYPN" "A636" "ITA87PB02EBYPN" "1" " Fibulobasidium" "40" "0" "0" "0" "0" "ITA87PB02EJ2MN" " 304" "KF823589" "Fungi" "-119.04127765513" "Basidiomycota" "-119.04127765513" "Tremellomycetes" "-119.04127765513" "Tremellales" "-119.04127765513" "Sirobasidiaceae" "-119.04127765513" "unidentified" "-119.04127765513" "uncultured" "-119.04127765513"
"ITA87PB02C1DZ2" "A636" "ITA87PB02C1DZ2" "1" " Not assigned" "45" "0" "0" "0" "0" "ITA87PB02EUXDZ" " 155" "JN905347" "Fungi" "-174.996467067547" "unidentified" "-174.996467067547" "unidentified" "-174.996467067547" "unidentified" "-174.996467067547" "unidentified" "-174.996467067547" "unidentified" "-174.996467067547" "uncultured" "-174.996467067547"
"ITA87PB02D68O0" "A636" "ITA87PB02D68O0" "1" " Cladophialophora sp. 94002a" "41" "0" "0" "0" "0" "ITA87PB02D92ON" " 195" "EU139133" "Fungi" "-218.052436653874" "Ascomycota" "-218.052436653874" "Eurotiomycetes" "-218.052436653874" "Chaetothyriales" "-218.052436653874" "Herpotrichiellaceae" "-218.052436653874" "Cladophialophora" "-218.052436653874" "Cladophialophora" "-218.052436653874"
"ITA87PB02ELPKP" "A636" "ITA87PB02ELPKP" "1" " Phaeomoniella capensis" "44" "0" "0" "0" "0" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02C32PR" "A636" "ITA87PB02C32PR" "1" " Capronia sp. 96005a" "57" "0" "0" "0" "0" "ITA87PB02DD5AC" "  82" "EF373584" "Fungi" "-190.015950429838" "Ascomycota" "-190.015950429838" "Eurotiomycetes" "-190.015950429838" "Chaetothyriales" "-190.015950429838" "Herpotrichiellaceae" "-184.899954620084" "Capronia" "-174.996467067547" "Chaetothyriales" "-190.015950429838"
"ITA87PB02EROZ7" "A636" "ITA87PB02EROZ7" "1" " Cladophialophora chaetospira" "95" "0" "0" "0" "0" "ITA87PB02C4UNU" "  26" "EU139133" "Fungi" "-186.509392532518" "Ascomycota" "-186.509392532518" "Eurotiomycetes" "-186.509392532518" "Chaetothyriales" "-186.509392532518" "Herpotrichiellaceae" "-186.509392532518" "Cladophialophora" "-186.509392532518" "Cladophialophora" "-186.509392532518"
"ITA87PB02D7DAT" "A623" "ITA87PB02D7DAT" "1" " Capronia sp. 96005a" "698" "0" "0" "0" "1" "ITA87PB02D7DAT" "   1" "EF373584" "Fungi" "-177.299052160542" "Ascomycota" "-177.299052160542" "Eurotiomycetes" "-177.299052160542" "Chaetothyriales" "-177.299052160542" "Herpotrichiellaceae" "-173.387029155113" "Capronia" "-163.483541602577" "Chaetothyriales" "-177.299052160542"
"ITA87PB02D5H3O" "A623" "ITA87PB02D5H3O" "1" " Fibulobasidium" "26" "0" "0" "0" "0" "ITA87PB02ERHWS" "2524" "KF823589" "Fungi" "-108.732324994486" "Basidiomycota" "-108.732324994486" "Tremellomycetes" "-108.732324994486" "Tremellales" "-108.732324994486" "Sirobasidiaceae" "-108.732324994486" "unidentified" "-108.732324994486" "uncultured" "-108.732324994486"
"ITA87PB02D1CPI" "A623" "ITA87PB02D1CPI" "1" " Chaetothyriales sp. 16708" "24" "0" "0" "0" "0" "ITA87PB02D4OA3" " 961" "EF159564" "Fungi" "-211.837828555452" "Ascomycota" "-208.148949101338" "Eurotiomycetes" "-208.148949101338" "Chaetothyriales" "-208.148949101338" "Herpotrichiellaceae" "-208.148949101338" "Cladophialophora" "-208.148949101338" "Cladophialophora" "-208.148949101338"
"ITA87PB02DK0SO" "A623" "ITA87PB02DK0SO" "1" " Capronia sp. 96005a" "57" "0" "0" "0" "0" "ITA87PB02DD5AC" "  82" "EF373584" "Fungi" "-190.015950429838" "Ascomycota" "-190.015950429838" "Eurotiomycetes" "-190.015950429838" "Chaetothyriales" "-190.015950429838" "Herpotrichiellaceae" "-184.899954620084" "Capronia" "-174.996467067547" "Chaetothyriales" "-190.015950429838"
"ITA87PB02ENNH2" "A623" "ITA87PB02ENNH2" "1" " Micarea nitschkeana" "31" "0" "0" "0" "0" "ITA87PB02DAZ18" " 721" "JN904297" "Fungi" "-163.483541602577" "Ascomycota" "-148.058593132179" "Lecanoromycetes" "-148.058593132179" "Lecanorales" "-148.058593132179" "Byssolomataceae" "-148.058593132179" "Micarea" "-148.058593132179" "Micarea" "-148.058593132179"
"ITA87PB02CXU9Q" "A623" "ITA87PB02CXU9Q" "1" " Lecanora pringlei" "272" "0" "0" "0" "0" "ITA87PB02C5QRY" "   5" "AF254632" "Fungi" "-67.1316426407661" "Ascomycota" "-67.1316426407661" "Lecanoromycetes" "-67.1316426407661" "Lecanorales" "-67.1316426407661" "Parmeliaceae" "-67.1316426407661" "Coelopogon" "-67.1316426407661" "Coelopogon" "-67.1316426407661"
"ITA87PB02DKQEB" "A623" "ITA87PB02DKQEB" "1" " Fibulobasidium" "37" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DJ50D" "A623" "ITA87PB02DJ50D" "1" " Fibulobasidium" "37" "0" "0" "0" "0" "NO_OTU" NA NA "Fungi" NA "Basidiomycota" NA "Tremellomycetes" NA "Tremellales" NA NA NA NA NA NA NA
"ITA87PB02DIR0C" "A623" "ITA87PB02DIR0C" "1" " Rhizocarpon geographicum" "700" "0" "0" "0" "1" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02EJOLE" "A623" "ITA87PB02EJOLE" "1" " Lecanora pringlei" "701" "0" "0" "0" "0" "ITA87PB02EJOLE" "   2" "KF024739" "Fungi" "-148.974883864053" "Ascomycota" "-148.974883864053" "Lecanoromycetes" "-148.974883864053" "Lecanorales" "-148.974883864053" "Lecanoraceae" "-148.974883864053" "Lecanora" "-148.974883864053" "Lecanora" "-148.974883864053"
"ITA87PB02CYNI2" "A623" "ITA87PB02CYNI2" "1" " Rhizocarpon geographicum" "702" "0" "0" "0" "1" "NO_OTU" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"ITA87PB02D5660" "A622" "ITA87PB02D5660" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DVHG3" "A622" "ITA87PB02DVHG3" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02C2046" "A622" "ITA87PB02C2046" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02EBGG3" "A622" "ITA87PB02EBGG3" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02ETSCR" "A622" "ITA87PB02ETSCR" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02C4EKS" "A622" "ITA87PB02C4EKS" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DC74M" "A622" "ITA87PB02DC74M" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DUB3I" "A622" "ITA87PB02DUB3I" "1" " Batcheloromyces leucadendri" "704" "0" "0" "0" "1" "ITA87PB02DUB3I" "   1" "KF878318" "Fungi" "-50.8800155971832" "Ascomycota" "-50.8800155971832" "Dothideomycetes" "-50.8800155971832" "Capnodiales" "-50.8800155971832" "Teratosphaeriaceae" "-50.8800155971832" "Teratosphaeria" "-50.8800155971832" "Pseudoteratosphaeria" "-50.8800155971832"
"ITA87PB02DQCW4" "A622" "ITA87PB02DQCW4" "1" " Mycosphaerella sp. L357" "705" "0" "0" "0" "0" "ITA87PB02DQCW4" "   4" "JN232414" "Fungi" "-44.4422639474468" "Ascomycota" "-44.4422639474468" "Dothideomycetes" "-44.4422639474468" "Capnodiales" "-44.4422639474468" "Teratosphaeriaceae" "-44.4422639474468" "Teratosphaeria" "-44.4422639474468" "Teratosphaeria" "-44.4422639474468"
"ITA87PB02DJ5S8" "A622" "ITA87PB02DJ5S8" "1" " Mycosphaerella sp. L357" "707" "0" "0" "0" "0" "ITA87PB02DJ5S8" "   2" "AY534227" "Fungi" "-57.5646273248511" "Ascomycota" "-57.5646273248511" "Dothideomycetes" "-57.5646273248511" "Capnodiales" "-57.5646273248511" "Mycosphaerellaceae" "-57.5646273248511" "Mycosphaerella" "-57.5646273248511" "Mycosphaerella" "-57.5646273248511"
"ITA87PB02EDW6J" "A622" "ITA87PB02EDW6J" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02EELP1" "A622" "ITA87PB02EELP1" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DJT1I" "A622" "ITA87PB02DJT1I" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02CXEM4" "A622" "ITA87PB02CXEM4" "1" " Ascomycota" "29" "0" "0" "0" "0" "ITA87PB02DIBI0" " 520" "AM999707" "Fungi" "-218.052436653874" "Ascomycota" "-218.052436653874" "Dothideomycetes" "-210.451534194332" "Botryosphaeriales" "-210.451534194332" "unidentified" "-218.052436653874" "unidentified" "-218.052436653874" "Ascomycota" "-218.052436653874"
"ITA87PB02EFGAV" "A622" "ITA87PB02EFGAV" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02D1YJ9" "A622" "ITA87PB02D1YJ9" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02EKHZ7" "A622" "ITA87PB02EKHZ7" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DQ4BJ" "A622" "ITA87PB02DQ4BJ" "1" " Mycosphaerella sp. L357" "708" "0" "0" "0" "1" "ITA87PB02DQ4BJ" "   1" "KF878318" "Fungi" "-59.8672124178452" "Ascomycota" "-59.8672124178452" "Dothideomycetes" "-59.8672124178452" "Capnodiales" "-59.8672124178452" "Teratosphaeriaceae" "-59.8672124178452" "Teratosphaeria" "-59.8672124178452" "Pseudoteratosphaeria" "-59.8672124178452"
"ITA87PB02C1S37" "A622" "ITA87PB02C1S37" "1" " Lecanora pringlei" "709" "0" "0" "0" "1" "ITA87PB02C1S37" "   1" "KM369227" "Fungi" "-64.5777431194911" "Ascomycota" "-64.5777431194911" "Lecanoromycetes" "-64.5777431194911" "Lecanorales" "-64.5777431194911" "Parmeliaceae" "-64.5777431194911" "Cladonia" "-13.1223633774043" "Cladonia" "-13.1223633774043"
"ITA87PB02CZ2ER" "A622" "ITA87PB02CZ2ER" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
"ITA87PB02DFRDO" "A622" "ITA87PB02DFRDO" "1" " Mycosphaerella sp. L357" "710" "0" "0" "0" "1" "ITA87PB02DFRDO" "   1" "KC966025" "Fungi" "-72.5841106871413" "Ascomycota" "-69.0775527898214" "Dothideomycetes" "-69.0775527898214" "Capnodiales" "-67.4681148773873" "Teratosphaeriaceae" "-67.4681148773873" "Catenulostroma" "-67.4681148773873" "Oleoguttula" "-69.0775527898214"
"ITA87PB02DJUAI" "A622" "ITA87PB02DJUAI" "1" " Mycosphaerella sp. L357" "711" "0" "0" "0" "1" "ITA87PB02DJUAI" "   1" "JN905098" "Fungi" "-64.829057547772" "Ascomycota" "-62.2751580264971" "Dothideomycetes" "-62.2751580264971" "Capnodiales" "-62.2751580264971" "Teratosphaeriaceae" "-62.2751580264971" "Teratosphaeria" "-62.2751580264971" "Pseudoteratosphaeria" "-62.2751580264971"
"ITA87PB02ERVIO" "A622" "ITA87PB02ERVIO" "1" " Mycosphaerella sp. L357" "12" "0" "0" "0" "0" "ITA87PB02EFNE1" "2838" "KC966025" "Fungi" "-82.8930633477856" "Ascomycota" "-78.9810403423575" "Dothideomycetes" "-78.9810403423575" "Capnodiales" "-71.3801378828154" "Teratosphaeriaceae" "-71.3801378828154" "Catenulostroma" "-71.3801378828154" "Oleoguttula" "-78.9810403423575"
